"X1","RatingNo","RatedUnpleasantness","RowNo","valence","instruction"
57,16,58,10,"Negative","Downregulate"
58,16,NA,11,"Negative","Downregulate"
59,16,10,12,"Negative","Downregulate"
60,16,65,13,"Negative","Downregulate"
61,16,13,14,"Negative","Downregulate"
62,16,9,15,"Negative","Downregulate"
63,16,79,16,"Negative","Downregulate"
64,16,69,17,"Negative","Downregulate"
65,16,64,18,"Negative","Downregulate"
66,16,NA,19,"Negative","Downregulate"
67,16,8,20,"Negative","Downregulate"
68,16,52,21,"Negative","Downregulate"
69,16,79,22,"Negative","Downregulate"
70,16,NA,23,"Negative","Downregulate"
71,16,NA,24,"Negative","Downregulate"
72,16,74,25,"Negative","Downregulate"
73,16,NA,26,"Negative","Downregulate"
74,16,NA,27,"Negative","Downregulate"
75,16,47,28,"Negative","Downregulate"
76,16,7,29,"Negative","Downregulate"
77,16,25,30,"Negative","Downregulate"
78,16,40,31,"Negative","Downregulate"
79,16,35,32,"Negative","Downregulate"
80,16,33,33,"Negative","Downregulate"
81,16,0,34,"Negative","Downregulate"
82,16,95,35,"Negative","Downregulate"
83,16,26,36,"Negative","Downregulate"
84,16,21,37,"Negative","Downregulate"
85,16,9,38,"Negative","Downregulate"
86,16,0,39,"Negative","Downregulate"
48,1,0,1,"Neutral","Downregulate"
49,1,0,2,"Neutral","Downregulate"
50,1,6,3,"Neutral","Downregulate"
51,1,0,4,"Neutral","Downregulate"
52,1,0,5,"Neutral","Downregulate"
53,1,0,6,"Neutral","Downregulate"
54,1,0,7,"Neutral","Downregulate"
55,1,0,8,"Neutral","Downregulate"
56,1,0,9,"Neutral","Downregulate"
57,1,9,10,"Neutral","Downregulate"
58,1,NA,11,"Neutral","Downregulate"
59,1,0,12,"Neutral","Downregulate"
60,1,5,13,"Neutral","Downregulate"
61,1,0,14,"Neutral","Downregulate"
62,1,0,15,"Neutral","Downregulate"
63,1,0,16,"Neutral","Downregulate"
64,1,20,17,"Neutral","Downregulate"
65,1,0,18,"Neutral","Downregulate"
66,1,NA,19,"Neutral","Downregulate"
67,1,0,20,"Neutral","Downregulate"
68,1,0,21,"Neutral","Downregulate"
69,1,0,22,"Neutral","Downregulate"
70,1,NA,23,"Neutral","Downregulate"
71,1,NA,24,"Neutral","Downregulate"
72,1,0,25,"Neutral","Downregulate"
73,1,NA,26,"Neutral","Downregulate"
74,1,NA,27,"Neutral","Downregulate"
75,1,0,28,"Neutral","Downregulate"
76,1,0,29,"Neutral","Downregulate"
77,1,0,30,"Neutral","Downregulate"
78,1,0,31,"Neutral","Downregulate"
79,1,0,32,"Neutral","Downregulate"
80,1,0,33,"Neutral","Downregulate"
81,1,0,34,"Neutral","Downregulate"
82,1,0,35,"Neutral","Downregulate"
83,1,0,36,"Neutral","Downregulate"
84,1,0,37,"Neutral","Downregulate"
85,1,0,38,"Neutral","Downregulate"
86,1,0,39,"Neutral","Downregulate"
48,2,0,1,"Neutral","Downregulate"
49,2,0,2,"Neutral","Downregulate"
50,2,0,3,"Neutral","Downregulate"
51,2,0,4,"Neutral","Downregulate"
52,2,0,5,"Neutral","Downregulate"
53,2,0,6,"Neutral","Downregulate"
54,2,0,7,"Neutral","Downregulate"
55,2,0,8,"Neutral","Downregulate"
56,2,0,9,"Neutral","Downregulate"
57,2,0,10,"Neutral","Downregulate"
58,2,NA,11,"Neutral","Downregulate"
59,2,0,12,"Neutral","Downregulate"
60,2,21,13,"Neutral","Downregulate"
61,2,0,14,"Neutral","Downregulate"
62,2,0,15,"Neutral","Downregulate"
63,2,0,16,"Neutral","Downregulate"
64,2,0,17,"Neutral","Downregulate"
65,2,5,18,"Neutral","Downregulate"
66,2,NA,19,"Neutral","Downregulate"
67,2,0,20,"Neutral","Downregulate"
68,2,0,21,"Neutral","Downregulate"
69,2,0,22,"Neutral","Downregulate"
70,2,NA,23,"Neutral","Downregulate"
71,2,NA,24,"Neutral","Downregulate"
72,2,0,25,"Neutral","Downregulate"
73,2,NA,26,"Neutral","Downregulate"
74,2,NA,27,"Neutral","Downregulate"
75,2,0,28,"Neutral","Downregulate"
76,2,0,29,"Neutral","Downregulate"
77,2,0,30,"Neutral","Downregulate"
78,2,0,31,"Neutral","Downregulate"
79,2,8,32,"Neutral","Downregulate"
80,2,0,33,"Neutral","Downregulate"
81,2,0,34,"Neutral","Downregulate"
82,2,0,35,"Neutral","Downregulate"
83,2,0,36,"Neutral","Downregulate"
84,2,0,37,"Neutral","Downregulate"
85,2,0,38,"Neutral","Downregulate"
86,2,0,39,"Neutral","Downregulate"
48,3,0,1,"Neutral","Downregulate"
49,3,0,2,"Neutral","Downregulate"
50,3,10,3,"Neutral","Downregulate"
51,3,0,4,"Neutral","Downregulate"
52,3,0,5,"Neutral","Downregulate"
53,3,0,6,"Neutral","Downregulate"
54,3,7,7,"Neutral","Downregulate"
55,3,5,8,"Neutral","Downregulate"
56,3,0,9,"Neutral","Downregulate"
57,3,0,10,"Neutral","Downregulate"
58,3,NA,11,"Neutral","Downregulate"
59,3,0,12,"Neutral","Downregulate"
60,3,12,13,"Neutral","Downregulate"
61,3,0,14,"Neutral","Downregulate"
62,3,0,15,"Neutral","Downregulate"
63,3,15,16,"Neutral","Downregulate"
64,3,0,17,"Neutral","Downregulate"
65,3,0,18,"Neutral","Downregulate"
66,3,NA,19,"Neutral","Downregulate"
67,3,0,20,"Neutral","Downregulate"
68,3,2,21,"Neutral","Downregulate"
69,3,0,22,"Neutral","Downregulate"
70,3,NA,23,"Neutral","Downregulate"
71,3,NA,24,"Neutral","Downregulate"
72,3,0,25,"Neutral","Downregulate"
73,3,NA,26,"Neutral","Downregulate"
74,3,NA,27,"Neutral","Downregulate"
75,3,11,28,"Neutral","Downregulate"
76,3,0,29,"Neutral","Downregulate"
77,3,0,30,"Neutral","Downregulate"
78,3,0,31,"Neutral","Downregulate"
79,3,0,32,"Neutral","Downregulate"
80,3,0,33,"Neutral","Downregulate"
81,3,0,34,"Neutral","Downregulate"
82,3,0,35,"Neutral","Downregulate"
83,3,0,36,"Neutral","Downregulate"
84,3,7,37,"Neutral","Downregulate"
85,3,0,38,"Neutral","Downregulate"
86,3,0,39,"Neutral","Downregulate"
48,4,0,1,"Neutral","Downregulate"
49,4,0,2,"Neutral","Downregulate"
50,4,6,3,"Neutral","Downregulate"
51,4,10,4,"Neutral","Downregulate"
52,4,0,5,"Neutral","Downregulate"
53,4,0,6,"Neutral","Downregulate"
54,4,7,7,"Neutral","Downregulate"
55,4,0,8,"Neutral","Downregulate"
56,4,0,9,"Neutral","Downregulate"
57,4,2,10,"Neutral","Downregulate"
58,4,NA,11,"Neutral","Downregulate"
59,4,10,12,"Neutral","Downregulate"
60,4,13,13,"Neutral","Downregulate"
61,4,0,14,"Neutral","Downregulate"
62,4,0,15,"Neutral","Downregulate"
63,4,15,16,"Neutral","Downregulate"
64,4,0,17,"Neutral","Downregulate"
65,4,6,18,"Neutral","Downregulate"
66,4,NA,19,"Neutral","Downregulate"
67,4,0,20,"Neutral","Downregulate"
68,4,0,21,"Neutral","Downregulate"
69,4,11,22,"Neutral","Downregulate"
70,4,NA,23,"Neutral","Downregulate"
71,4,NA,24,"Neutral","Downregulate"
72,4,0,25,"Neutral","Downregulate"
73,4,NA,26,"Neutral","Downregulate"
74,4,NA,27,"Neutral","Downregulate"
75,4,0,28,"Neutral","Downregulate"
76,4,0,29,"Neutral","Downregulate"
77,4,0,30,"Neutral","Downregulate"
78,4,0,31,"Neutral","Downregulate"
79,4,0,32,"Neutral","Downregulate"
80,4,0,33,"Neutral","Downregulate"
81,4,0,34,"Neutral","Downregulate"
82,4,0,35,"Neutral","Downregulate"
83,4,5,36,"Neutral","Downregulate"
84,4,13,37,"Neutral","Downregulate"
85,4,0,38,"Neutral","Downregulate"
86,4,0,39,"Neutral","Downregulate"
48,5,6,1,"Neutral","Downregulate"
49,5,0,2,"Neutral","Downregulate"
50,5,21,3,"Neutral","Downregulate"
51,5,0,4,"Neutral","Downregulate"
52,5,0,5,"Neutral","Downregulate"
53,5,0,6,"Neutral","Downregulate"
54,5,9,7,"Neutral","Downregulate"
55,5,5,8,"Neutral","Downregulate"
56,5,0,9,"Neutral","Downregulate"
57,5,9,10,"Neutral","Downregulate"
58,5,NA,11,"Neutral","Downregulate"
59,5,4,12,"Neutral","Downregulate"
60,5,10,13,"Neutral","Downregulate"
61,5,0,14,"Neutral","Downregulate"
62,5,0,15,"Neutral","Downregulate"
63,5,0,16,"Neutral","Downregulate"
64,5,48,17,"Neutral","Downregulate"
65,5,0,18,"Neutral","Downregulate"
66,5,NA,19,"Neutral","Downregulate"
67,5,4,20,"Neutral","Downregulate"
68,5,8,21,"Neutral","Downregulate"
69,5,0,22,"Neutral","Downregulate"
70,5,NA,23,"Neutral","Downregulate"
71,5,NA,24,"Neutral","Downregulate"
72,5,0,25,"Neutral","Downregulate"
73,5,NA,26,"Neutral","Downregulate"
74,5,NA,27,"Neutral","Downregulate"
75,5,0,28,"Neutral","Downregulate"
76,5,0,29,"Neutral","Downregulate"
77,5,0,30,"Neutral","Downregulate"
78,5,8,31,"Neutral","Downregulate"
79,5,0,32,"Neutral","Downregulate"
80,5,18,33,"Neutral","Downregulate"
81,5,0,34,"Neutral","Downregulate"
82,5,7,35,"Neutral","Downregulate"
83,5,0,36,"Neutral","Downregulate"
84,5,0,37,"Neutral","Downregulate"
85,5,0,38,"Neutral","Downregulate"
86,5,0,39,"Neutral","Downregulate"
48,6,10,1,"Neutral","Downregulate"
49,6,0,2,"Neutral","Downregulate"
50,6,31,3,"Neutral","Downregulate"
51,6,6,4,"Neutral","Downregulate"
52,6,0,5,"Neutral","Downregulate"
53,6,0,6,"Neutral","Downregulate"
54,6,0,7,"Neutral","Downregulate"
55,6,0,8,"Neutral","Downregulate"
56,6,0,9,"Neutral","Downregulate"
57,6,7,10,"Neutral","Downregulate"
58,6,NA,11,"Neutral","Downregulate"
59,6,5,12,"Neutral","Downregulate"
60,6,9,13,"Neutral","Downregulate"
61,6,9,14,"Neutral","Downregulate"
62,6,0,15,"Neutral","Downregulate"
63,6,89,16,"Neutral","Downregulate"
64,6,66,17,"Neutral","Downregulate"
65,6,12,18,"Neutral","Downregulate"
66,6,NA,19,"Neutral","Downregulate"
67,6,11,20,"Neutral","Downregulate"
68,6,0,21,"Neutral","Downregulate"
69,6,36,22,"Neutral","Downregulate"
70,6,NA,23,"Neutral","Downregulate"
71,6,NA,24,"Neutral","Downregulate"
72,6,0,25,"Neutral","Downregulate"
73,6,NA,26,"Neutral","Downregulate"
74,6,NA,27,"Neutral","Downregulate"
75,6,0,28,"Neutral","Downregulate"
76,6,0,29,"Neutral","Downregulate"
77,6,0,30,"Neutral","Downregulate"
78,6,0,31,"Neutral","Downregulate"
79,6,10,32,"Neutral","Downregulate"
80,6,0,33,"Neutral","Downregulate"
81,6,0,34,"Neutral","Downregulate"
82,6,0,35,"Neutral","Downregulate"
83,6,6,36,"Neutral","Downregulate"
84,6,25,37,"Neutral","Downregulate"
85,6,0,38,"Neutral","Downregulate"
86,6,0,39,"Neutral","Downregulate"
48,7,0,1,"Neutral","Downregulate"
49,7,0,2,"Neutral","Downregulate"
50,7,15,3,"Neutral","Downregulate"
51,7,0,4,"Neutral","Downregulate"
52,7,0,5,"Neutral","Downregulate"
53,7,0,6,"Neutral","Downregulate"
54,7,0,7,"Neutral","Downregulate"
55,7,0,8,"Neutral","Downregulate"
56,7,0,9,"Neutral","Downregulate"
57,7,0,10,"Neutral","Downregulate"
58,7,NA,11,"Neutral","Downregulate"
59,7,0,12,"Neutral","Downregulate"
60,7,9,13,"Neutral","Downregulate"
61,7,0,14,"Neutral","Downregulate"
62,7,0,15,"Neutral","Downregulate"
63,7,0,16,"Neutral","Downregulate"
64,7,0,17,"Neutral","Downregulate"
65,7,0,18,"Neutral","Downregulate"
66,7,NA,19,"Neutral","Downregulate"
67,7,0,20,"Neutral","Downregulate"
68,7,0,21,"Neutral","Downregulate"
69,7,0,22,"Neutral","Downregulate"
70,7,NA,23,"Neutral","Downregulate"
71,7,NA,24,"Neutral","Downregulate"
72,7,0,25,"Neutral","Downregulate"
73,7,NA,26,"Neutral","Downregulate"
74,7,NA,27,"Neutral","Downregulate"
75,7,0,28,"Neutral","Downregulate"
76,7,0,29,"Neutral","Downregulate"
77,7,0,30,"Neutral","Downregulate"
78,7,0,31,"Neutral","Downregulate"
79,7,0,32,"Neutral","Downregulate"
80,7,8,33,"Neutral","Downregulate"
81,7,0,34,"Neutral","Downregulate"
82,7,0,35,"Neutral","Downregulate"
83,7,0,36,"Neutral","Downregulate"
84,7,0,37,"Neutral","Downregulate"
85,7,0,38,"Neutral","Downregulate"
86,7,23,39,"Neutral","Downregulate"
48,8,16,1,"Neutral","Downregulate"
49,8,0,2,"Neutral","Downregulate"
50,8,32,3,"Neutral","Downregulate"
51,8,7,4,"Neutral","Downregulate"
52,8,0,5,"Neutral","Downregulate"
53,8,6,6,"Neutral","Downregulate"
54,8,22,7,"Neutral","Downregulate"
55,8,0,8,"Neutral","Downregulate"
56,8,0,9,"Neutral","Downregulate"
57,8,9,10,"Neutral","Downregulate"
58,8,NA,11,"Neutral","Downregulate"
59,8,14,12,"Neutral","Downregulate"
60,8,0,13,"Neutral","Downregulate"
61,8,0,14,"Neutral","Downregulate"
62,8,0,15,"Neutral","Downregulate"
63,8,57,16,"Neutral","Downregulate"
64,8,6,17,"Neutral","Downregulate"
65,8,9,18,"Neutral","Downregulate"
66,8,NA,19,"Neutral","Downregulate"
67,8,8,20,"Neutral","Downregulate"
68,8,0,21,"Neutral","Downregulate"
69,8,25,22,"Neutral","Downregulate"
70,8,NA,23,"Neutral","Downregulate"
71,8,NA,24,"Neutral","Downregulate"
72,8,5,25,"Neutral","Downregulate"
73,8,NA,26,"Neutral","Downregulate"
74,8,NA,27,"Neutral","Downregulate"
75,8,0,28,"Neutral","Downregulate"
76,8,0,29,"Neutral","Downregulate"
77,8,0,30,"Neutral","Downregulate"
78,8,0,31,"Neutral","Downregulate"
79,8,0,32,"Neutral","Downregulate"
80,8,28,33,"Neutral","Downregulate"
81,8,0,34,"Neutral","Downregulate"
82,8,12,35,"Neutral","Downregulate"
83,8,0,36,"Neutral","Downregulate"
84,8,0,37,"Neutral","Downregulate"
85,8,21,38,"Neutral","Downregulate"
86,8,0,39,"Neutral","Downregulate"
48,9,7,1,"Neutral","Downregulate"
49,9,0,2,"Neutral","Downregulate"
50,9,37,3,"Neutral","Downregulate"
51,9,0,4,"Neutral","Downregulate"
52,9,0,5,"Neutral","Downregulate"
53,9,11,6,"Neutral","Downregulate"
54,9,20,7,"Neutral","Downregulate"
55,9,0,8,"Neutral","Downregulate"
56,9,0,9,"Neutral","Downregulate"
57,9,0,10,"Neutral","Downregulate"
58,9,NA,11,"Neutral","Downregulate"
59,9,0,12,"Neutral","Downregulate"
60,9,0,13,"Neutral","Downregulate"
61,9,21,14,"Neutral","Downregulate"
62,9,0,15,"Neutral","Downregulate"
63,9,0,16,"Neutral","Downregulate"
64,9,15,17,"Neutral","Downregulate"
65,9,0,18,"Neutral","Downregulate"
66,9,NA,19,"Neutral","Downregulate"
67,9,6,20,"Neutral","Downregulate"
68,9,10,21,"Neutral","Downregulate"
69,9,0,22,"Neutral","Downregulate"
70,9,NA,23,"Neutral","Downregulate"
71,9,NA,24,"Neutral","Downregulate"
72,9,0,25,"Neutral","Downregulate"
73,9,NA,26,"Neutral","Downregulate"
74,9,NA,27,"Neutral","Downregulate"
75,9,0,28,"Neutral","Downregulate"
76,9,0,29,"Neutral","Downregulate"
77,9,0,30,"Neutral","Downregulate"
78,9,0,31,"Neutral","Downregulate"
79,9,0,32,"Neutral","Downregulate"
80,9,7,33,"Neutral","Downregulate"
81,9,8,34,"Neutral","Downregulate"
82,9,0,35,"Neutral","Downregulate"
83,9,0,36,"Neutral","Downregulate"
84,9,0,37,"Neutral","Downregulate"
85,9,0,38,"Neutral","Downregulate"
86,9,0,39,"Neutral","Downregulate"
48,10,3,1,"Neutral","Downregulate"
49,10,0,2,"Neutral","Downregulate"
50,10,0,3,"Neutral","Downregulate"
51,10,12,4,"Neutral","Downregulate"
52,10,0,5,"Neutral","Downregulate"
53,10,0,6,"Neutral","Downregulate"
54,10,0,7,"Neutral","Downregulate"
55,10,0,8,"Neutral","Downregulate"
56,10,0,9,"Neutral","Downregulate"
57,10,0,10,"Neutral","Downregulate"
58,10,NA,11,"Neutral","Downregulate"
59,10,0,12,"Neutral","Downregulate"
60,10,54,13,"Neutral","Downregulate"
61,10,18,14,"Neutral","Downregulate"
62,10,0,15,"Neutral","Downregulate"
63,10,0,16,"Neutral","Downregulate"
64,10,0,17,"Neutral","Downregulate"
65,10,5,18,"Neutral","Downregulate"
66,10,NA,19,"Neutral","Downregulate"
67,10,0,20,"Neutral","Downregulate"
68,10,0,21,"Neutral","Downregulate"
69,10,0,22,"Neutral","Downregulate"
70,10,NA,23,"Neutral","Downregulate"
71,10,NA,24,"Neutral","Downregulate"
72,10,0,25,"Neutral","Downregulate"
73,10,NA,26,"Neutral","Downregulate"
74,10,NA,27,"Neutral","Downregulate"
75,10,0,28,"Neutral","Downregulate"
76,10,0,29,"Neutral","Downregulate"
77,10,0,30,"Neutral","Downregulate"
78,10,0,31,"Neutral","Downregulate"
79,10,0,32,"Neutral","Downregulate"
80,10,0,33,"Neutral","Downregulate"
81,10,0,34,"Neutral","Downregulate"
82,10,0,35,"Neutral","Downregulate"
83,10,0,36,"Neutral","Downregulate"
84,10,0,37,"Neutral","Downregulate"
85,10,0,38,"Neutral","Downregulate"
86,10,0,39,"Neutral","Downregulate"
48,11,0,1,"Neutral","Downregulate"
49,11,0,2,"Neutral","Downregulate"
50,11,0,3,"Neutral","Downregulate"
51,11,0,4,"Neutral","Downregulate"
52,11,0,5,"Neutral","Downregulate"
53,11,0,6,"Neutral","Downregulate"
54,11,0,7,"Neutral","Downregulate"
55,11,0,8,"Neutral","Downregulate"
56,11,0,9,"Neutral","Downregulate"
57,11,0,10,"Neutral","Downregulate"
58,11,NA,11,"Neutral","Downregulate"
59,11,0,12,"Neutral","Downregulate"
60,11,0,13,"Neutral","Downregulate"
61,11,0,14,"Neutral","Downregulate"
62,11,0,15,"Neutral","Downregulate"
63,11,0,16,"Neutral","Downregulate"
64,11,0,17,"Neutral","Downregulate"
65,11,0,18,"Neutral","Downregulate"
66,11,NA,19,"Neutral","Downregulate"
67,11,0,20,"Neutral","Downregulate"
68,11,0,21,"Neutral","Downregulate"
69,11,0,22,"Neutral","Downregulate"
70,11,NA,23,"Neutral","Downregulate"
71,11,NA,24,"Neutral","Downregulate"
72,11,0,25,"Neutral","Downregulate"
73,11,NA,26,"Neutral","Downregulate"
74,11,NA,27,"Neutral","Downregulate"
75,11,0,28,"Neutral","Downregulate"
76,11,0,29,"Neutral","Downregulate"
77,11,0,30,"Neutral","Downregulate"
78,11,0,31,"Neutral","Downregulate"
79,11,12,32,"Neutral","Downregulate"
80,11,0,33,"Neutral","Downregulate"
81,11,0,34,"Neutral","Downregulate"
82,11,0,35,"Neutral","Downregulate"
83,11,0,36,"Neutral","Downregulate"
84,11,0,37,"Neutral","Downregulate"
85,11,0,38,"Neutral","Downregulate"
86,11,40,39,"Neutral","Downregulate"
48,12,0,1,"Neutral","Downregulate"
49,12,0,2,"Neutral","Downregulate"
50,12,17,3,"Neutral","Downregulate"
51,12,0,4,"Neutral","Downregulate"
52,12,0,5,"Neutral","Downregulate"
53,12,0,6,"Neutral","Downregulate"
54,12,0,7,"Neutral","Downregulate"
55,12,7,8,"Neutral","Downregulate"
56,12,0,9,"Neutral","Downregulate"
57,12,0,10,"Neutral","Downregulate"
58,12,NA,11,"Neutral","Downregulate"
59,12,0,12,"Neutral","Downregulate"
60,12,16,13,"Neutral","Downregulate"
61,12,44,14,"Neutral","Downregulate"
62,12,0,15,"Neutral","Downregulate"
63,12,0,16,"Neutral","Downregulate"
64,12,0,17,"Neutral","Downregulate"
65,12,0,18,"Neutral","Downregulate"
66,12,NA,19,"Neutral","Downregulate"
67,12,0,20,"Neutral","Downregulate"
68,12,8,21,"Neutral","Downregulate"
69,12,0,22,"Neutral","Downregulate"
70,12,NA,23,"Neutral","Downregulate"
71,12,NA,24,"Neutral","Downregulate"
72,12,0,25,"Neutral","Downregulate"
73,12,NA,26,"Neutral","Downregulate"
74,12,NA,27,"Neutral","Downregulate"
75,12,0,28,"Neutral","Downregulate"
76,12,0,29,"Neutral","Downregulate"
77,12,0,30,"Neutral","Downregulate"
78,12,0,31,"Neutral","Downregulate"
79,12,0,32,"Neutral","Downregulate"
80,12,0,33,"Neutral","Downregulate"
81,12,0,34,"Neutral","Downregulate"
82,12,0,35,"Neutral","Downregulate"
83,12,0,36,"Neutral","Downregulate"
84,12,0,37,"Neutral","Downregulate"
85,12,0,38,"Neutral","Downregulate"
86,12,42,39,"Neutral","Downregulate"
48,13,0,1,"Neutral","Downregulate"
49,13,0,2,"Neutral","Downregulate"
50,13,4,3,"Neutral","Downregulate"
51,13,0,4,"Neutral","Downregulate"
52,13,0,5,"Neutral","Downregulate"
53,13,0,6,"Neutral","Downregulate"
54,13,0,7,"Neutral","Downregulate"
55,13,0,8,"Neutral","Downregulate"
56,13,0,9,"Neutral","Downregulate"
57,13,0,10,"Neutral","Downregulate"
58,13,NA,11,"Neutral","Downregulate"
59,13,0,12,"Neutral","Downregulate"
60,13,18,13,"Neutral","Downregulate"
61,13,24,14,"Neutral","Downregulate"
62,13,0,15,"Neutral","Downregulate"
63,13,0,16,"Neutral","Downregulate"
64,13,19,17,"Neutral","Downregulate"
65,13,0,18,"Neutral","Downregulate"
66,13,NA,19,"Neutral","Downregulate"
67,13,0,20,"Neutral","Downregulate"
68,13,0,21,"Neutral","Downregulate"
69,13,0,22,"Neutral","Downregulate"
70,13,NA,23,"Neutral","Downregulate"
71,13,NA,24,"Neutral","Downregulate"
72,13,0,25,"Neutral","Downregulate"
73,13,NA,26,"Neutral","Downregulate"
74,13,NA,27,"Neutral","Downregulate"
75,13,0,28,"Neutral","Downregulate"
76,13,0,29,"Neutral","Downregulate"
77,13,0,30,"Neutral","Downregulate"
78,13,0,31,"Neutral","Downregulate"
79,13,0,32,"Neutral","Downregulate"
80,13,0,33,"Neutral","Downregulate"
81,13,0,34,"Neutral","Downregulate"
82,13,0,35,"Neutral","Downregulate"
83,13,0,36,"Neutral","Downregulate"
84,13,0,37,"Neutral","Downregulate"
85,13,0,38,"Neutral","Downregulate"
86,13,34,39,"Neutral","Downregulate"
48,14,0,1,"Neutral","Downregulate"
49,14,0,2,"Neutral","Downregulate"
50,14,24,3,"Neutral","Downregulate"
51,14,16,4,"Neutral","Downregulate"
52,14,0,5,"Neutral","Downregulate"
53,14,0,6,"Neutral","Downregulate"
54,14,0,7,"Neutral","Downregulate"
55,14,0,8,"Neutral","Downregulate"
56,14,0,9,"Neutral","Downregulate"
57,14,0,10,"Neutral","Downregulate"
58,14,NA,11,"Neutral","Downregulate"
59,14,0,12,"Neutral","Downregulate"
60,14,18,13,"Neutral","Downregulate"
61,14,12,14,"Neutral","Downregulate"
62,14,0,15,"Neutral","Downregulate"
63,14,5,16,"Neutral","Downregulate"
64,14,0,17,"Neutral","Downregulate"
65,14,6,18,"Neutral","Downregulate"
66,14,NA,19,"Neutral","Downregulate"
67,14,0,20,"Neutral","Downregulate"
68,14,0,21,"Neutral","Downregulate"
69,14,0,22,"Neutral","Downregulate"
70,14,NA,23,"Neutral","Downregulate"
71,14,NA,24,"Neutral","Downregulate"
72,14,0,25,"Neutral","Downregulate"
73,14,NA,26,"Neutral","Downregulate"
74,14,NA,27,"Neutral","Downregulate"
75,14,0,28,"Neutral","Downregulate"
76,14,0,29,"Neutral","Downregulate"
77,14,0,30,"Neutral","Downregulate"
78,14,0,31,"Neutral","Downregulate"
79,14,14,32,"Neutral","Downregulate"
80,14,0,33,"Neutral","Downregulate"
81,14,0,34,"Neutral","Downregulate"
82,14,0,35,"Neutral","Downregulate"
83,14,0,36,"Neutral","Downregulate"
84,14,0,37,"Neutral","Downregulate"
85,14,2,38,"Neutral","Downregulate"
86,14,49,39,"Neutral","Downregulate"
48,15,0,1,"Neutral","Downregulate"
49,15,0,2,"Neutral","Downregulate"
50,15,0,3,"Neutral","Downregulate"
51,15,0,4,"Neutral","Downregulate"
52,15,70,5,"Neutral","Downregulate"
53,15,0,6,"Neutral","Downregulate"
54,15,12,7,"Neutral","Downregulate"
55,15,0,8,"Neutral","Downregulate"
56,15,0,9,"Neutral","Downregulate"
57,15,0,10,"Neutral","Downregulate"
58,15,NA,11,"Neutral","Downregulate"
59,15,0,12,"Neutral","Downregulate"
60,15,18,13,"Neutral","Downregulate"
61,15,11,14,"Neutral","Downregulate"
62,15,0,15,"Neutral","Downregulate"
63,15,0,16,"Neutral","Downregulate"
64,15,0,17,"Neutral","Downregulate"
65,15,0,18,"Neutral","Downregulate"
66,15,NA,19,"Neutral","Downregulate"
67,15,0,20,"Neutral","Downregulate"
68,15,0,21,"Neutral","Downregulate"
69,15,0,22,"Neutral","Downregulate"
70,15,NA,23,"Neutral","Downregulate"
71,15,NA,24,"Neutral","Downregulate"
72,15,0,25,"Neutral","Downregulate"
73,15,NA,26,"Neutral","Downregulate"
74,15,NA,27,"Neutral","Downregulate"
75,15,12,28,"Neutral","Downregulate"
76,15,0,29,"Neutral","Downregulate"
77,15,0,30,"Neutral","Downregulate"
78,15,0,31,"Neutral","Downregulate"
79,15,0,32,"Neutral","Downregulate"
80,15,0,33,"Neutral","Downregulate"
81,15,0,34,"Neutral","Downregulate"
82,15,0,35,"Neutral","Downregulate"
83,15,0,36,"Neutral","Downregulate"
84,15,0,37,"Neutral","Downregulate"
85,15,0,38,"Neutral","Downregulate"
86,15,57,39,"Neutral","Downregulate"
48,16,0,1,"Neutral","Downregulate"
49,16,0,2,"Neutral","Downregulate"
50,16,8,3,"Neutral","Downregulate"
51,16,0,4,"Neutral","Downregulate"
