"X1","RatingNo","RatedUnpleasantness","RowNo","valence","instruction"
52,16,0,5,"Neutral","Downregulate"
53,16,0,6,"Neutral","Downregulate"
54,16,0,7,"Neutral","Downregulate"
55,16,0,8,"Neutral","Downregulate"
56,16,0,9,"Neutral","Downregulate"
57,16,0,10,"Neutral","Downregulate"
58,16,NA,11,"Neutral","Downregulate"
59,16,0,12,"Neutral","Downregulate"
60,16,14,13,"Neutral","Downregulate"
61,16,0,14,"Neutral","Downregulate"
62,16,0,15,"Neutral","Downregulate"
63,16,0,16,"Neutral","Downregulate"
64,16,0,17,"Neutral","Downregulate"
65,16,0,18,"Neutral","Downregulate"
66,16,NA,19,"Neutral","Downregulate"
67,16,0,20,"Neutral","Downregulate"
68,16,0,21,"Neutral","Downregulate"
69,16,0,22,"Neutral","Downregulate"
70,16,NA,23,"Neutral","Downregulate"
71,16,NA,24,"Neutral","Downregulate"
72,16,0,25,"Neutral","Downregulate"
73,16,NA,26,"Neutral","Downregulate"
74,16,NA,27,"Neutral","Downregulate"
75,16,0,28,"Neutral","Downregulate"
76,16,0,29,"Neutral","Downregulate"
77,16,0,30,"Neutral","Downregulate"
78,16,0,31,"Neutral","Downregulate"
79,16,0,32,"Neutral","Downregulate"
80,16,0,33,"Neutral","Downregulate"
81,16,0,34,"Neutral","Downregulate"
82,16,8,35,"Neutral","Downregulate"
83,16,0,36,"Neutral","Downregulate"
84,16,0,37,"Neutral","Downregulate"
85,16,0,38,"Neutral","Downregulate"
86,16,0,39,"Neutral","Downregulate"
48,1,78,1,"Negative","Upregulate"
49,1,9,2,"Negative","Upregulate"
50,1,77,3,"Negative","Upregulate"
51,1,9,4,"Negative","Upregulate"
52,1,0,5,"Negative","Upregulate"
53,1,50,6,"Negative","Upregulate"
54,1,59,7,"Negative","Upregulate"
55,1,17,8,"Negative","Upregulate"
56,1,22,9,"Negative","Upregulate"
57,1,85,10,"Negative","Upregulate"
58,1,NA,11,"Negative","Upregulate"
59,1,50,12,"Negative","Upregulate"
60,1,7,13,"Negative","Upregulate"
61,1,45,14,"Negative","Upregulate"
62,1,54,15,"Negative","Upregulate"
63,1,100,16,"Negative","Upregulate"
64,1,89,17,"Negative","Upregulate"
65,1,82,18,"Negative","Upregulate"
66,1,NA,19,"Negative","Upregulate"
67,1,32,20,"Negative","Upregulate"
68,1,39,21,"Negative","Upregulate"
69,1,14,22,"Negative","Upregulate"
70,1,NA,23,"Negative","Upregulate"
71,1,NA,24,"Negative","Upregulate"
72,1,44,25,"Negative","Upregulate"
73,1,NA,26,"Negative","Upregulate"
74,1,NA,27,"Negative","Upregulate"
75,1,0,28,"Negative","Upregulate"
76,1,6,29,"Negative","Upregulate"
77,1,49,30,"Negative","Upregulate"
78,1,47,31,"Negative","Upregulate"
79,1,18,32,"Negative","Upregulate"
80,1,96,33,"Negative","Upregulate"
81,1,7,34,"Negative","Upregulate"
82,1,22,35,"Negative","Upregulate"
83,1,23,36,"Negative","Upregulate"
84,1,11,37,"Negative","Upregulate"
85,1,48,38,"Negative","Upregulate"
86,1,0,39,"Negative","Upregulate"
48,2,81,1,"Negative","Upregulate"
49,2,6,2,"Negative","Upregulate"
50,2,56,3,"Negative","Upregulate"
51,2,43,4,"Negative","Upregulate"
52,2,4,5,"Negative","Upregulate"
53,2,0,6,"Negative","Upregulate"
54,2,81,7,"Negative","Upregulate"
55,2,32,8,"Negative","Upregulate"
56,2,39,9,"Negative","Upregulate"
57,2,77,10,"Negative","Upregulate"
58,2,NA,11,"Negative","Upregulate"
59,2,35,12,"Negative","Upregulate"
60,2,27,13,"Negative","Upregulate"
61,2,62,14,"Negative","Upregulate"
62,2,34,15,"Negative","Upregulate"
63,2,100,16,"Negative","Upregulate"
64,2,73,17,"Negative","Upregulate"
65,2,84,18,"Negative","Upregulate"
66,2,NA,19,"Negative","Upregulate"
67,2,38,20,"Negative","Upregulate"
68,2,32,21,"Negative","Upregulate"
69,2,49,22,"Negative","Upregulate"
70,2,NA,23,"Negative","Upregulate"
71,2,NA,24,"Negative","Upregulate"
72,2,83,25,"Negative","Upregulate"
73,2,NA,26,"Negative","Upregulate"
74,2,NA,27,"Negative","Upregulate"
75,2,39,28,"Negative","Upregulate"
76,2,9,29,"Negative","Upregulate"
77,2,56,30,"Negative","Upregulate"
78,2,70,31,"Negative","Upregulate"
79,2,36,32,"Negative","Upregulate"
80,2,88,33,"Negative","Upregulate"
81,2,6,34,"Negative","Upregulate"
82,2,78,35,"Negative","Upregulate"
83,2,11,36,"Negative","Upregulate"
84,2,22,37,"Negative","Upregulate"
85,2,46,38,"Negative","Upregulate"
86,2,11,39,"Negative","Upregulate"
48,3,49,1,"Negative","Upregulate"
49,3,5,2,"Negative","Upregulate"
50,3,56,3,"Negative","Upregulate"
51,3,23,4,"Negative","Upregulate"
52,3,0,5,"Negative","Upregulate"
53,3,26,6,"Negative","Upregulate"
54,3,75,7,"Negative","Upregulate"
55,3,23,8,"Negative","Upregulate"
56,3,39,9,"Negative","Upregulate"
57,3,63,10,"Negative","Upregulate"
58,3,NA,11,"Negative","Upregulate"
59,3,62,12,"Negative","Upregulate"
60,3,41,13,"Negative","Upregulate"
61,3,60,14,"Negative","Upregulate"
62,3,13,15,"Negative","Upregulate"
63,3,88,16,"Negative","Upregulate"
64,3,84,17,"Negative","Upregulate"
65,3,44,18,"Negative","Upregulate"
66,3,NA,19,"Negative","Upregulate"
67,3,57,20,"Negative","Upregulate"
68,3,48,21,"Negative","Upregulate"
69,3,51,22,"Negative","Upregulate"
70,3,NA,23,"Negative","Upregulate"
71,3,NA,24,"Negative","Upregulate"
72,3,33,25,"Negative","Upregulate"
73,3,NA,26,"Negative","Upregulate"
74,3,NA,27,"Negative","Upregulate"
75,3,19,28,"Negative","Upregulate"
76,3,0,29,"Negative","Upregulate"
77,3,11,30,"Negative","Upregulate"
78,3,78,31,"Negative","Upregulate"
79,3,66,32,"Negative","Upregulate"
80,3,100,33,"Negative","Upregulate"
81,3,15,34,"Negative","Upregulate"
82,3,74,35,"Negative","Upregulate"
83,3,18,36,"Negative","Upregulate"
84,3,81,37,"Negative","Upregulate"
85,3,74,38,"Negative","Upregulate"
86,3,0,39,"Negative","Upregulate"
48,4,65,1,"Negative","Upregulate"
49,4,9,2,"Negative","Upregulate"
50,4,33,3,"Negative","Upregulate"
51,4,24,4,"Negative","Upregulate"
52,4,5,5,"Negative","Upregulate"
53,4,0,6,"Negative","Upregulate"
54,4,18,7,"Negative","Upregulate"
55,4,42,8,"Negative","Upregulate"
56,4,10,9,"Negative","Upregulate"
57,4,83,10,"Negative","Upregulate"
58,4,NA,11,"Negative","Upregulate"
59,4,54,12,"Negative","Upregulate"
60,4,48,13,"Negative","Upregulate"
61,4,25,14,"Negative","Upregulate"
62,4,35,15,"Negative","Upregulate"
63,4,89,16,"Negative","Upregulate"
64,4,80,17,"Negative","Upregulate"
65,4,80,18,"Negative","Upregulate"
66,4,NA,19,"Negative","Upregulate"
67,4,7,20,"Negative","Upregulate"
68,4,36,21,"Negative","Upregulate"
69,4,65,22,"Negative","Upregulate"
70,4,NA,23,"Negative","Upregulate"
71,4,NA,24,"Negative","Upregulate"
72,4,94,25,"Negative","Upregulate"
73,4,NA,26,"Negative","Upregulate"
74,4,NA,27,"Negative","Upregulate"
75,4,35,28,"Negative","Upregulate"
76,4,8,29,"Negative","Upregulate"
77,4,20,30,"Negative","Upregulate"
78,4,55,31,"Negative","Upregulate"
79,4,77,32,"Negative","Upregulate"
80,4,91,33,"Negative","Upregulate"
81,4,0,34,"Negative","Upregulate"
82,4,42,35,"Negative","Upregulate"
83,4,30,36,"Negative","Upregulate"
84,4,34,37,"Negative","Upregulate"
85,4,14,38,"Negative","Upregulate"
86,4,0,39,"Negative","Upregulate"
48,5,72,1,"Negative","Upregulate"
49,5,8,2,"Negative","Upregulate"
50,5,48,3,"Negative","Upregulate"
51,5,9,4,"Negative","Upregulate"
52,5,0,5,"Negative","Upregulate"
53,5,27,6,"Negative","Upregulate"
54,5,79,7,"Negative","Upregulate"
55,5,0,8,"Negative","Upregulate"
56,5,26,9,"Negative","Upregulate"
57,5,71,10,"Negative","Upregulate"
58,5,NA,11,"Negative","Upregulate"
59,5,63,12,"Negative","Upregulate"
60,5,27,13,"Negative","Upregulate"
61,5,23,14,"Negative","Upregulate"
62,5,42,15,"Negative","Upregulate"
63,5,80,16,"Negative","Upregulate"
64,5,82,17,"Negative","Upregulate"
65,5,93,18,"Negative","Upregulate"
66,5,NA,19,"Negative","Upregulate"
67,5,67,20,"Negative","Upregulate"
68,5,57,21,"Negative","Upregulate"
69,5,14,22,"Negative","Upregulate"
70,5,NA,23,"Negative","Upregulate"
71,5,NA,24,"Negative","Upregulate"
72,5,30,25,"Negative","Upregulate"
73,5,NA,26,"Negative","Upregulate"
74,5,NA,27,"Negative","Upregulate"
75,5,0,28,"Negative","Upregulate"
76,5,0,29,"Negative","Upregulate"
77,5,58,30,"Negative","Upregulate"
78,5,81,31,"Negative","Upregulate"
79,5,27,32,"Negative","Upregulate"
80,5,98,33,"Negative","Upregulate"
81,5,24,34,"Negative","Upregulate"
82,5,46,35,"Negative","Upregulate"
83,5,11,36,"Negative","Upregulate"
84,5,0,37,"Negative","Upregulate"
85,5,71,38,"Negative","Upregulate"
86,5,0,39,"Negative","Upregulate"
48,6,34,1,"Negative","Upregulate"
49,6,30,2,"Negative","Upregulate"
50,6,32,3,"Negative","Upregulate"
51,6,46,4,"Negative","Upregulate"
52,6,49,5,"Negative","Upregulate"
53,6,11,6,"Negative","Upregulate"
54,6,59,7,"Negative","Upregulate"
55,6,41,8,"Negative","Upregulate"
56,6,12,9,"Negative","Upregulate"
57,6,91,10,"Negative","Upregulate"
58,6,NA,11,"Negative","Upregulate"
59,6,49,12,"Negative","Upregulate"
60,6,62,13,"Negative","Upregulate"
61,6,35,14,"Negative","Upregulate"
62,6,22,15,"Negative","Upregulate"
63,6,100,16,"Negative","Upregulate"
64,6,32,17,"Negative","Upregulate"
65,6,97,18,"Negative","Upregulate"
66,6,NA,19,"Negative","Upregulate"
67,6,29,20,"Negative","Upregulate"
68,6,17,21,"Negative","Upregulate"
69,6,67,22,"Negative","Upregulate"
70,6,NA,23,"Negative","Upregulate"
71,6,NA,24,"Negative","Upregulate"
72,6,100,25,"Negative","Upregulate"
73,6,NA,26,"Negative","Upregulate"
74,6,NA,27,"Negative","Upregulate"
75,6,44,28,"Negative","Upregulate"
76,6,12,29,"Negative","Upregulate"
77,6,48,30,"Negative","Upregulate"
78,6,55,31,"Negative","Upregulate"
79,6,100,32,"Negative","Upregulate"
80,6,48,33,"Negative","Upregulate"
81,6,0,34,"Negative","Upregulate"
82,6,89,35,"Negative","Upregulate"
83,6,34,36,"Negative","Upregulate"
84,6,58,37,"Negative","Upregulate"
85,6,5,38,"Negative","Upregulate"
86,6,0,39,"Negative","Upregulate"
48,7,68,1,"Negative","Upregulate"
49,7,12,2,"Negative","Upregulate"
50,7,69,3,"Negative","Upregulate"
51,7,10,4,"Negative","Upregulate"
52,7,15,5,"Negative","Upregulate"
53,7,0,6,"Negative","Upregulate"
54,7,83,7,"Negative","Upregulate"
55,7,11,8,"Negative","Upregulate"
56,7,21,9,"Negative","Upregulate"
57,7,62,10,"Negative","Upregulate"
58,7,NA,11,"Negative","Upregulate"
59,7,51,12,"Negative","Upregulate"
60,7,64,13,"Negative","Upregulate"
61,7,23,14,"Negative","Upregulate"
62,7,51,15,"Negative","Upregulate"
63,7,84,16,"Negative","Upregulate"
64,7,100,17,"Negative","Upregulate"
65,7,82,18,"Negative","Upregulate"
66,7,NA,19,"Negative","Upregulate"
67,7,34,20,"Negative","Upregulate"
68,7,72,21,"Negative","Upregulate"
69,7,27,22,"Negative","Upregulate"
70,7,NA,23,"Negative","Upregulate"
71,7,NA,24,"Negative","Upregulate"
72,7,20,25,"Negative","Upregulate"
73,7,NA,26,"Negative","Upregulate"
74,7,NA,27,"Negative","Upregulate"
75,7,21,28,"Negative","Upregulate"
76,7,0,29,"Negative","Upregulate"
77,7,0,30,"Negative","Upregulate"
78,7,80,31,"Negative","Upregulate"
79,7,60,32,"Negative","Upregulate"
80,7,83,33,"Negative","Upregulate"
81,7,27,34,"Negative","Upregulate"
82,7,54,35,"Negative","Upregulate"
83,7,27,36,"Negative","Upregulate"
84,7,0,37,"Negative","Upregulate"
85,7,11,38,"Negative","Upregulate"
86,7,0,39,"Negative","Upregulate"
48,8,15,1,"Negative","Upregulate"
49,8,17,2,"Negative","Upregulate"
50,8,23,3,"Negative","Upregulate"
51,8,18,4,"Negative","Upregulate"
52,8,5,5,"Negative","Upregulate"
53,8,0,6,"Negative","Upregulate"
54,8,51,7,"Negative","Upregulate"
55,8,23,8,"Negative","Upregulate"
56,8,8,9,"Negative","Upregulate"
57,8,80,10,"Negative","Upregulate"
58,8,NA,11,"Negative","Upregulate"
59,8,0,12,"Negative","Upregulate"
60,8,53,13,"Negative","Upregulate"
61,8,31,14,"Negative","Upregulate"
62,8,4,15,"Negative","Upregulate"
63,8,100,16,"Negative","Upregulate"
64,8,45,17,"Negative","Upregulate"
65,8,80,18,"Negative","Upregulate"
66,8,NA,19,"Negative","Upregulate"
67,8,21,20,"Negative","Upregulate"
68,8,6,21,"Negative","Upregulate"
69,8,73,22,"Negative","Upregulate"
70,8,NA,23,"Negative","Upregulate"
71,8,NA,24,"Negative","Upregulate"
72,8,100,25,"Negative","Upregulate"
73,8,NA,26,"Negative","Upregulate"
74,8,NA,27,"Negative","Upregulate"
75,8,39,28,"Negative","Upregulate"
76,8,8,29,"Negative","Upregulate"
77,8,29,30,"Negative","Upregulate"
78,8,35,31,"Negative","Upregulate"
79,8,72,32,"Negative","Upregulate"
80,8,54,33,"Negative","Upregulate"
81,8,0,34,"Negative","Upregulate"
82,8,18,35,"Negative","Upregulate"
83,8,32,36,"Negative","Upregulate"
84,8,77,37,"Negative","Upregulate"
85,8,10,38,"Negative","Upregulate"
86,8,10,39,"Negative","Upregulate"
48,9,75,1,"Negative","Upregulate"
49,9,29,2,"Negative","Upregulate"
50,9,60,3,"Negative","Upregulate"
51,9,34,4,"Negative","Upregulate"
52,9,20,5,"Negative","Upregulate"
53,9,13,6,"Negative","Upregulate"
54,9,56,7,"Negative","Upregulate"
55,9,43,8,"Negative","Upregulate"
56,9,20,9,"Negative","Upregulate"
57,9,65,10,"Negative","Upregulate"
58,9,NA,11,"Negative","Upregulate"
59,9,38,12,"Negative","Upregulate"
60,9,80,13,"Negative","Upregulate"
61,9,39,14,"Negative","Upregulate"
62,9,0,15,"Negative","Upregulate"
63,9,83,16,"Negative","Upregulate"
64,9,88,17,"Negative","Upregulate"
65,9,95,18,"Negative","Upregulate"
66,9,NA,19,"Negative","Upregulate"
67,9,68,20,"Negative","Upregulate"
68,9,50,21,"Negative","Upregulate"
69,9,58,22,"Negative","Upregulate"
70,9,NA,23,"Negative","Upregulate"
71,9,NA,24,"Negative","Upregulate"
72,9,48,25,"Negative","Upregulate"
73,9,NA,26,"Negative","Upregulate"
74,9,NA,27,"Negative","Upregulate"
75,9,20,28,"Negative","Upregulate"
76,9,11,29,"Negative","Upregulate"
77,9,57,30,"Negative","Upregulate"
78,9,68,31,"Negative","Upregulate"
79,9,100,32,"Negative","Upregulate"
80,9,91,33,"Negative","Upregulate"
81,9,26,34,"Negative","Upregulate"
82,9,15,35,"Negative","Upregulate"
83,9,21,36,"Negative","Upregulate"
84,9,12,37,"Negative","Upregulate"
85,9,82,38,"Negative","Upregulate"
86,9,0,39,"Negative","Upregulate"
48,10,71,1,"Negative","Upregulate"
49,10,21,2,"Negative","Upregulate"
50,10,72,3,"Negative","Upregulate"
51,10,26,4,"Negative","Upregulate"
52,10,9,5,"Negative","Upregulate"
53,10,0,6,"Negative","Upregulate"
54,10,38,7,"Negative","Upregulate"
55,10,0,8,"Negative","Upregulate"
56,10,20,9,"Negative","Upregulate"
57,10,74,10,"Negative","Upregulate"
58,10,NA,11,"Negative","Upregulate"
59,10,20,12,"Negative","Upregulate"
60,10,79,13,"Negative","Upregulate"
61,10,25,14,"Negative","Upregulate"
62,10,4,15,"Negative","Upregulate"
63,10,81,16,"Negative","Upregulate"
64,10,50,17,"Negative","Upregulate"
65,10,83,18,"Negative","Upregulate"
66,10,NA,19,"Negative","Upregulate"
67,10,6,20,"Negative","Upregulate"
68,10,66,21,"Negative","Upregulate"
69,10,48,22,"Negative","Upregulate"
70,10,NA,23,"Negative","Upregulate"
71,10,NA,24,"Negative","Upregulate"
72,10,44,25,"Negative","Upregulate"
73,10,NA,26,"Negative","Upregulate"
74,10,NA,27,"Negative","Upregulate"
75,10,12,28,"Negative","Upregulate"
76,10,0,29,"Negative","Upregulate"
77,10,23,30,"Negative","Upregulate"
78,10,49,31,"Negative","Upregulate"
79,10,69,32,"Negative","Upregulate"
80,10,67,33,"Negative","Upregulate"
81,10,0,34,"Negative","Upregulate"
82,10,62,35,"Negative","Upregulate"
83,10,44,36,"Negative","Upregulate"
84,10,100,37,"Negative","Upregulate"
85,10,0,38,"Negative","Upregulate"
86,10,10,39,"Negative","Upregulate"
48,11,75,1,"Negative","Upregulate"
49,11,9,2,"Negative","Upregulate"
50,11,45,3,"Negative","Upregulate"
51,11,46,4,"Negative","Upregulate"
52,11,0,5,"Negative","Upregulate"
53,11,7,6,"Negative","Upregulate"
54,11,62,7,"Negative","Upregulate"
55,11,19,8,"Negative","Upregulate"
56,11,0,9,"Negative","Upregulate"
57,11,71,10,"Negative","Upregulate"
58,11,NA,11,"Negative","Upregulate"
59,11,41,12,"Negative","Upregulate"
60,11,11,13,"Negative","Upregulate"
61,11,8,14,"Negative","Upregulate"
62,11,40,15,"Negative","Upregulate"
63,11,100,16,"Negative","Upregulate"
64,11,63,17,"Negative","Upregulate"
65,11,65,18,"Negative","Upregulate"
66,11,NA,19,"Negative","Upregulate"
67,11,40,20,"Negative","Upregulate"
68,11,44,21,"Negative","Upregulate"
69,11,63,22,"Negative","Upregulate"
70,11,NA,23,"Negative","Upregulate"
71,11,NA,24,"Negative","Upregulate"
72,11,85,25,"Negative","Upregulate"
73,11,NA,26,"Negative","Upregulate"
74,11,NA,27,"Negative","Upregulate"
75,11,16,28,"Negative","Upregulate"
76,11,0,29,"Negative","Upregulate"
77,11,6,30,"Negative","Upregulate"
78,11,62,31,"Negative","Upregulate"
79,11,57,32,"Negative","Upregulate"
80,11,93,33,"Negative","Upregulate"
81,11,18,34,"Negative","Upregulate"
82,11,52,35,"Negative","Upregulate"
83,11,35,36,"Negative","Upregulate"
84,11,6,37,"Negative","Upregulate"
85,11,58,38,"Negative","Upregulate"
86,11,0,39,"Negative","Upregulate"
48,12,15,1,"Negative","Upregulate"
49,12,29,2,"Negative","Upregulate"
50,12,32,3,"Negative","Upregulate"
51,12,67,4,"Negative","Upregulate"
52,12,6,5,"Negative","Upregulate"
53,12,0,6,"Negative","Upregulate"
54,12,16,7,"Negative","Upregulate"
55,12,41,8,"Negative","Upregulate"
56,12,0,9,"Negative","Upregulate"
57,12,84,10,"Negative","Upregulate"
58,12,NA,11,"Negative","Upregulate"
59,12,50,12,"Negative","Upregulate"
60,12,80,13,"Negative","Upregulate"
61,12,62,14,"Negative","Upregulate"
62,12,4,15,"Negative","Upregulate"
63,12,98,16,"Negative","Upregulate"
64,12,57,17,"Negative","Upregulate"
65,12,84,18,"Negative","Upregulate"
66,12,NA,19,"Negative","Upregulate"
67,12,27,20,"Negative","Upregulate"
68,12,26,21,"Negative","Upregulate"
69,12,68,22,"Negative","Upregulate"
70,12,NA,23,"Negative","Upregulate"
71,12,NA,24,"Negative","Upregulate"
72,12,100,25,"Negative","Upregulate"
73,12,NA,26,"Negative","Upregulate"
74,12,NA,27,"Negative","Upregulate"
75,12,45,28,"Negative","Upregulate"
76,12,0,29,"Negative","Upregulate"
77,12,59,30,"Negative","Upregulate"
78,12,61,31,"Negative","Upregulate"
79,12,100,32,"Negative","Upregulate"
80,12,52,33,"Negative","Upregulate"
81,12,0,34,"Negative","Upregulate"
82,12,77,35,"Negative","Upregulate"
83,12,55,36,"Negative","Upregulate"
84,12,87,37,"Negative","Upregulate"
85,12,6,38,"Negative","Upregulate"
86,12,0,39,"Negative","Upregulate"
48,13,55,1,"Negative","Upregulate"
49,13,5,2,"Negative","Upregulate"
50,13,67,3,"Negative","Upregulate"
51,13,33,4,"Negative","Upregulate"
52,13,3,5,"Negative","Upregulate"
53,13,13,6,"Negative","Upregulate"
54,13,69,7,"Negative","Upregulate"
55,13,11,8,"Negative","Upregulate"
56,13,32,9,"Negative","Upregulate"
57,13,90,10,"Negative","Upregulate"
58,13,NA,11,"Negative","Upregulate"
59,13,14,12,"Negative","Upregulate"
60,13,15,13,"Negative","Upregulate"
61,13,31,14,"Negative","Upregulate"
62,13,50,15,"Negative","Upregulate"
63,13,100,16,"Negative","Upregulate"
64,13,89,17,"Negative","Upregulate"
65,13,70,18,"Negative","Upregulate"
66,13,NA,19,"Negative","Upregulate"
67,13,53,20,"Negative","Upregulate"
68,13,49,21,"Negative","Upregulate"
69,13,21,22,"Negative","Upregulate"
70,13,NA,23,"Negative","Upregulate"
71,13,NA,24,"Negative","Upregulate"
72,13,37,25,"Negative","Upregulate"
73,13,NA,26,"Negative","Upregulate"
74,13,NA,27,"Negative","Upregulate"
75,13,0,28,"Negative","Upregulate"
76,13,6,29,"Negative","Upregulate"
77,13,9,30,"Negative","Upregulate"
78,13,67,31,"Negative","Upregulate"
79,13,38,32,"Negative","Upregulate"
80,13,100,33,"Negative","Upregulate"
81,13,36,34,"Negative","Upregulate"
82,13,10,35,"Negative","Upregulate"
83,13,0,36,"Negative","Upregulate"
84,13,0,37,"Negative","Upregulate"
85,13,51,38,"Negative","Upregulate"
86,13,0,39,"Negative","Upregulate"
48,14,64,1,"Negative","Upregulate"
49,14,15,2,"Negative","Upregulate"
50,14,62,3,"Negative","Upregulate"
51,14,87,4,"Negative","Upregulate"
52,14,0,5,"Negative","Upregulate"
53,14,0,6,"Negative","Upregulate"
54,14,48,7,"Negative","Upregulate"
55,14,20,8,"Negative","Upregulate"
56,14,33,9,"Negative","Upregulate"
57,14,93,10,"Negative","Upregulate"
58,14,NA,11,"Negative","Upregulate"
59,14,38,12,"Negative","Upregulate"
60,14,44,13,"Negative","Upregulate"
61,14,68,14,"Negative","Upregulate"
62,14,32,15,"Negative","Upregulate"
63,14,99,16,"Negative","Upregulate"
64,14,81,17,"Negative","Upregulate"
65,14,94,18,"Negative","Upregulate"
66,14,NA,19,"Negative","Upregulate"
67,14,35,20,"Negative","Upregulate"
68,14,61,21,"Negative","Upregulate"
69,14,51,22,"Negative","Upregulate"
70,14,NA,23,"Negative","Upregulate"
71,14,NA,24,"Negative","Upregulate"
72,14,100,25,"Negative","Upregulate"
73,14,NA,26,"Negative","Upregulate"
74,14,NA,27,"Negative","Upregulate"
75,14,28,28,"Negative","Upregulate"
76,14,0,29,"Negative","Upregulate"
77,14,42,30,"Negative","Upregulate"
78,14,39,31,"Negative","Upregulate"
79,14,55,32,"Negative","Upregulate"
80,14,82,33,"Negative","Upregulate"
81,14,27,34,"Negative","Upregulate"
82,14,31,35,"Negative","Upregulate"
83,14,47,36,"Negative","Upregulate"
84,14,91,37,"Negative","Upregulate"
85,14,52,38,"Negative","Upregulate"
86,14,0,39,"Negative","Upregulate"
48,15,68,1,"Negative","Upregulate"
49,15,44,2,"Negative","Upregulate"
50,15,68,3,"Negative","Upregulate"
51,15,70,4,"Negative","Upregulate"
52,15,0,5,"Negative","Upregulate"
53,15,0,6,"Negative","Upregulate"
54,15,62,7,"Negative","Upregulate"
55,15,34,8,"Negative","Upregulate"
56,15,23,9,"Negative","Upregulate"
57,15,50,10,"Negative","Upregulate"
58,15,NA,11,"Negative","Upregulate"
59,15,13,12,"Negative","Upregulate"
60,15,93,13,"Negative","Upregulate"
61,15,48,14,"Negative","Upregulate"
62,15,20,15,"Negative","Upregulate"
63,15,100,16,"Negative","Upregulate"
64,15,73,17,"Negative","Upregulate"
65,15,20,18,"Negative","Upregulate"
66,15,NA,19,"Negative","Upregulate"
67,15,48,20,"Negative","Upregulate"
68,15,61,21,"Negative","Upregulate"
69,15,5,22,"Negative","Upregulate"
70,15,NA,23,"Negative","Upregulate"
71,15,NA,24,"Negative","Upregulate"
72,15,9,25,"Negative","Upregulate"
73,15,NA,26,"Negative","Upregulate"
74,15,NA,27,"Negative","Upregulate"
75,15,36,28,"Negative","Upregulate"
76,15,0,29,"Negative","Upregulate"
77,15,0,30,"Negative","Upregulate"
78,15,74,31,"Negative","Upregulate"
79,15,17,32,"Negative","Upregulate"
80,15,90,33,"Negative","Upregulate"
81,15,31,34,"Negative","Upregulate"
82,15,67,35,"Negative","Upregulate"
83,15,19,36,"Negative","Upregulate"
84,15,32,37,"Negative","Upregulate"
85,15,46,38,"Negative","Upregulate"
86,15,0,39,"Negative","Upregulate"
48,16,78,1,"Negative","Upregulate"
49,16,23,2,"Negative","Upregulate"
50,16,57,3,"Negative","Upregulate"
51,16,73,4,"Negative","Upregulate"
52,16,0,5,"Negative","Upregulate"
53,16,0,6,"Negative","Upregulate"
54,16,67,7,"Negative","Upregulate"
55,16,0,8,"Negative","Upregulate"
