"time_s","AngryWave1","HappyWave1","NeutralWave1","AngryWave2","HappyWave2","NeutralWave2"
-1.9,1.02194469377932,1.03731588398669,1.0314748353568,1.00885648815806,1.02201643622634,1.01468443453826
-1.8,1.01057740100253,1.02140206844176,1.02022326757466,1.00786585751504,1.00650056634233,1.02814319208347
-1.7,1.00944980349076,1.00128478653086,1.01794620228904,1.02920142431089,1.0207366063111,0.998360203161201
-1.6,1.00851911309093,1.01967528490848,1.0161305176915,1.00903178650203,1.00721412833685,1.00806203082012
-1.5,1.00522298146341,1.01715356790503,1.04910376088576,1.0037973601281,1.00496116300588,1.01371291595264
-1.4,1.00617941738495,0.978453532324735,1.00666146697416,1.02264916442163,0.993052311144221,1.01482413111411
-1.3,0.983481517912171,1.00023184662793,1.01327395910693,0.991878293857887,0.987127133838079,1.00533139610551
-1.2,0.988694088457926,0.984525989181779,1.01272850824176,1.01547797574694,0.974730041337503,1.00360171416541
-1.1,1.01098865843184,1.00220863243461,0.967721259869113,0.985737285413009,0.995274693809706,1.00086975820377
-1,0.986419037403483,0.996254788874562,1.00003711143424,0.992590807333918,0.981877261011833,1.01419213674935
-0.9,1.0044323331623,0.996846963326292,0.997696650509437,0.986339168915921,0.980971827462327,0.988057006732181
-0.8,0.987050927115879,0.961073260115441,0.983892636782028,1.00324397403123,0.983750767723582,1.00327257978161
-0.7,1.01052072750802,0.997777465514562,0.990670274697168,0.993200313178637,1.00906709777401,1.00719430904771
-0.6,1.01626292355381,0.988127730455665,0.988584171764419,0.98736534336414,0.999024383625322,0.985236848176242
-0.5,0.974127554394087,1.00651576124172,0.961182486576609,0.982440939659872,0.995264078474935,0.983970326591127
-0.4,0.997719760281096,0.968921078528451,0.99083394829352,1.00165547055091,1.01230646549287,0.996715326724245
-0.3,0.963174253724264,0.981661402943231,0.993078372787512,1.01872313722668,1.00753131584612,0.99104327289343
-0.2,1.0095944298324,0.99623462037636,0.983021808850622,0.982491574236244,1.01442469141195,0.980409396961098
-0.1,1.00616683009975,1.00516712281574,0.983103882737084,0.982387115634584,0.995468967766682,0.989677174971304
0,0.999473547911078,1.03916821346611,0.992634877577626,0.995066519814274,1.00870006305836,0.972641845227231
0.1,0.98034202826914,1.07267484812856,1.02297460908166,0.985785531744641,1.01402864088173,0.968690153354069
0.2,1.02917516903585,1.0204797372667,0.993287723776944,0.993301241873255,1.00451318010726,0.968426768673584
0.3,0.99189512753809,0.999591617879165,1.01204863906013,0.981765211480237,1.01767967921882,0.977114177818299
0.4,0.961143642615862,0.974064320887741,1.02311613659147,0.995548140676742,1.01700695357823,0.980981192980056
0.5,0.981777749722055,0.989475516907823,0.972181865037331,0.983524731844149,1.01608647270861,0.982858794195024
0.6,0.983206168495166,0.988412671788871,0.95782959047309,0.984915462376169,1.01090454842996,0.978404344834831
0.7,0.971117371173184,0.982834274889619,0.960635700935321,1.00798917751521,1.02361392466038,0.995765601837129
0.8,0.984267010530439,1.01598034453536,0.92957254157499,0.999693583330277,1.0171734344393,0.980827431465894
0.9,0.966347689567789,1.02469791137362,0.937271223537205,0.985685789307299,0.998102588689107,0.973709534472956
1,1.00701424467126,1.00826036766463,0.954339755963032,0.98050503860586,0.992017047550805,1.0116245178945
1.1,0.980109390116326,0.997987100568663,0.987547661582216,0.976075978593133,0.995852133416903,1.02041208975122
1.2,0.981954536402467,1.02948341421669,0.995768688468841,0.981349753864461,1.0237256142973,0.994097490416289
1.3,0.950638046640908,1.08072105648738,1.02839824304487,0.987679357461463,1.01230363661763,1.01046047687765
1.4,0.982271206208034,1.07014176174797,1.08442472061265,0.984806138808038,1.01779850741912,1.02883550205178
1.5,0.964848199129527,1.08978083041193,1.06344334401793,0.954421792981576,1.02426876648292,0.991505649358221
1.6,0.964151261877485,1.04560622010904,1.03085035567742,0.948589879220416,0.981809694755635,1.01084507152348
1.7,0.979377732596434,1.06511585132912,1.01320160665721,0.94384630949597,1.03760936602121,1.00590815981807
1.8,0.964120727227826,1.10939615501218,0.979484643661298,0.971720739522541,0.979326110972842,1.0037182907736
1.9,0.988395575783359,1.12606496322988,0.989770233413497,0.98100032735017,0.989947520874494,0.987023674697947
2,0.978566948488156,1.11844497946145,1.00283247099814,0.989096512544812,1.01734785280093,0.987714442913643
2.1,0.97533104562682,1.13057633365251,1.00293672749803,0.976601643562936,0.993467321087132,0.968925570891161
2.2,0.95917934996856,1.12062843970271,1.00575766216996,1.0024363204547,1.02137842276358,0.980076053959616
2.3,0.961834408480437,1.13953090318993,1.04581035507141,1.04997974030314,1.08044001257434,0.991424611001886
2.4,0.987137722294791,1.18304458082916,1.0008659291385,0.973717628828229,1.07231562002389,0.956044228740927
2.5,0.959151412613412,1.21384674385683,0.991466580893536,0.975797967641801,1.18395816175146,0.965413618303714
2.6,0.993749479577712,1.27165213469836,0.972832969540918,0.984982670172594,1.17905629311199,0.986088836345514
2.7,0.995644164113015,1.31173146289095,0.979303836059659,0.974503572358125,1.20668110555859,0.97642781769279
2.8,0.972967569005843,1.29628086916547,0.972237268522903,0.963673913515138,1.25116265823263,0.986397282342176
2.9,0.995441228245891,1.29907850256444,0.953271700675297,0.959642993279226,1.28868081798485,0.961379416998738
3,0.98510345775246,1.3257849106869,0.965827433759667,0.99300420643395,1.44393250804564,0.956298790608556
3.1,1.02641432784555,1.28720906030404,0.944885366996798,1.00009492242291,1.34458806940545,0.97298026336641
3.2,1.00074416350316,1.31334405759619,0.938619999437634,1.00349204602999,1.34152308333013,0.97082448205458
3.3,1.02459878014973,1.31948839428403,0.939463790162967,0.966358934097355,1.42820176327596,0.975290549610916
3.4,1.01265427957641,1.34590369941721,0.956637690150688,0.987617749708698,1.4733568563582,0.969750919219773
3.5,1.07154496664261,1.27646980578149,0.945955285174539,1.00757728243085,1.38512116762216,0.951726383722827
3.6,1.03802981786123,1.37268215310208,0.937945269565809,1.0003305409573,1.35601853700285,0.977610970961034
3.7,1.11374765720524,1.32702420353774,0.974521773105876,0.990116077692093,1.41256409876728,0.986488605360823
3.8,1.09247457849631,1.4895806535993,0.97471326604872,1.0012951817345,1.43103446775912,0.960072960170968
3.9,1.09384435465411,1.3639145156871,0.952710890129304,0.994908779013958,1.3697690219394,0.971359340007529
4,1.10496783949967,1.29859880352074,0.965550240420007,0.98223409919382,1.45312015597058,0.961018440628461
4.1,1.10057397882789,1.33821546865575,0.958499415774686,1.02554398903905,1.42288131130526,0.959140931641651
4.2,1.11041565901451,1.33319251324413,0.955908202484976,0.999181274351994,1.43397956394051,0.958180076084137
4.3,1.12696748395999,1.35585319327005,0.95382934583901,0.997463507123191,1.31891875159299,0.97653324479055
4.4,1.10325034286051,1.30035390970466,0.976131332415431,1.01163781529949,1.33043307583026,0.962409526830399
4.5,1.13475882002618,1.35011048307578,0.990037560443549,1.02060457617692,1.28052078882388,0.971538910029566
4.6,1.11317114236439,1.24935666296348,0.991548787801947,1.0774345818808,1.28106174372265,0.974019855918501
4.7,1.12769526366158,1.39960169516903,0.956840527306358,1.13466299934544,1.36742588823565,0.984765959552762
4.8,1.13544391881285,1.27460504335202,0.981939373223398,1.11961402873692,1.32832572911312,1.0072334772905
4.9,1.13485346087248,1.3222097570611,1.02346968643394,1.12604866266222,1.30776066370201,1.01063584862439
5,1.17726032042263,1.32512251272751,0.973197560906957,1.16053504851061,1.34444258479524,0.99848109541083
5.1,1.18340803637374,1.38024672235039,0.996893483158638,1.17022357950201,1.34361235890281,1.0116174517259
5.2,1.15957336234713,1.28561318642773,0.985794221444531,1.20033709759673,1.39152534982428,1.0035633918813
5.3,1.24022577264205,1.30006097087121,0.94183551105581,1.1869196464088,1.35461440172455,1.01620928022694
5.4,1.20553264844727,1.25178958452743,1.01413755558384,1.2000801863551,1.40409467197337,1.01858233527466
5.5,1.243927142503,1.35813005537234,0.959946149304268,1.25324823345951,1.35238909504049,1.02025627730317
5.6,1.28540206475109,1.32194085606576,0.962740166072707,1.27304870578178,1.31759508595386,1.03857896474067
5.7,1.22391271075643,1.36887914184982,0.957067378937162,1.22837135766059,1.27376679636591,1.03566126649319
5.8,1.26705157853309,1.29485101366178,0.949115967142626,1.27755834953006,1.27126369622156,1.08448170161566
5.9,1.1836040535881,1.31680402178936,0.936832619861645,1.22099654197632,1.29506349721778,1.07236958274814
6,1.21133024572166,1.29873006266193,0.960791350027645,1.19875996798418,1.26464208112857,1.02650682594939
6.1,1.21381321455213,1.2864923444317,0.94449396197937,1.17311904136749,1.30142195735169,1.05592382120494
